Date,Open,High,Low,Close,Adj Close,Volume
2019-12-27,47.919998,48.900002,47.919998,48.380001,48.380001,44392
2019-12-30,48.439999,48.480000,47.939999,48.000000,48.000000,35815
2019-12-31,47.900002,47.900002,47.099998,47.099998,47.099998,19412
2020-01-02,48.000000,48.000000,47.180000,47.340000,47.340000,53810
2020-01-03,47.279999,48.320000,47.279999,48.119999,48.119999,108666
2020-01-06,47.820000,47.919998,47.139999,47.820000,47.820000,46163
2020-01-07,48.000000,48.299999,47.540001,47.900002,47.900002,70218
2020-01-08,47.439999,48.220001,47.380001,48.220001,48.220001,45663
2020-01-09,48.500000,49.099998,47.619999,48.000000,48.000000,96635
2020-01-10,48.500000,48.520000,47.299999,47.580002,47.580002,65345
2020-01-13,47.439999,47.900002,47.119999,47.500000,47.500000,57920
2020-01-14,47.720001,47.880001,47.220001,47.419998,47.419998,66136
2020-01-15,47.660000,48.400002,47.520000,48.279999,48.279999,102383
2020-01-16,48.240002,50.799999,48.240002,50.400002,50.400002,156396
2020-01-17,50.650002,51.500000,49.680000,50.500000,50.500000,267495
2020-01-20,50.700001,51.000000,50.000000,50.150002,50.150002,71264
2020-01-21,49.840000,50.349998,49.740002,50.099998,50.099998,98621
2020-01-22,50.400002,50.450001,49.639999,49.660000,49.660000,100611
2020-01-23,49.560001,49.919998,49.020000,49.860001,49.860001,72352
2020-01-24,50.000000,50.250000,49.959999,50.099998,50.099998,83573
2020-01-27,49.959999,49.980000,49.119999,49.639999,49.639999,145569
2020-01-28,49.459999,49.700001,48.240002,49.560001,49.560001,100375
2020-01-29,49.740002,50.250000,49.360001,49.660000,49.660000,101432
2020-01-30,49.279999,49.419998,48.740002,48.980000,48.980000,100218
2020-01-31,49.240002,49.240002,48.080002,48.080002,48.080002,110529
2020-02-03,48.180000,49.500000,48.080002,49.380001,49.380001,87452
2020-02-04,49.500000,50.349998,49.439999,50.250000,50.250000,79320
2020-02-05,50.299999,50.799999,49.799999,49.799999,49.799999,205276
2020-02-06,50.299999,50.299999,49.180000,49.180000,49.180000,74831
2020-02-07,49.200001,49.340000,47.799999,48.900002,48.900002,119961
2020-02-10,48.959999,49.880001,48.599998,49.740002,49.740002,74277
2020-02-11,50.000000,50.450001,49.700001,50.450001,50.450001,76944
2020-02-12,50.400002,51.000000,50.250000,50.500000,50.500000,63013
2020-02-13,50.450001,50.599998,49.639999,50.349998,50.349998,102785
2020-02-14,50.599998,50.900002,50.049999,50.650002,50.650002,58032
2020-02-17,50.799999,50.900002,50.349998,50.599998,50.599998,40622
2020-02-18,50.700001,50.750000,50.099998,50.650002,50.650002,52092
2020-02-19,50.500000,51.349998,50.500000,51.349998,51.349998,55009
2020-02-20,51.000000,51.400002,50.799999,50.900002,50.900002,43966
2020-02-21,50.849998,51.000000,50.049999,50.150002,50.150002,68245
2020-02-24,49.040001,50.049999,48.740002,49.959999,49.959999,211155
2020-02-25,49.860001,50.400002,49.279999,49.299999,49.299999,130488
2020-02-26,49.259998,49.580002,48.200001,49.439999,49.439999,159539
2020-02-27,48.360001,49.000000,47.299999,47.599998,47.599998,152273
2020-02-28,47.500000,50.400002,46.580002,48.299999,48.299999,293685
2020-03-02,48.700001,49.220001,47.820000,48.799999,48.799999,192055
2020-03-03,49.259998,50.349998,49.180000,49.720001,49.720001,220660
2020-03-04,49.619999,50.750000,49.480000,50.599998,50.599998,85923
2020-03-05,51.000000,51.099998,49.880001,50.150002,50.150002,141154
2020-03-06,49.439999,49.459999,48.200001,48.759998,48.759998,148670
2020-03-09,46.540001,48.060001,45.540001,47.320000,47.320000,272533
2020-03-10,47.680000,47.980000,46.180000,46.720001,46.720001,190100
2020-03-11,47.060001,48.000000,46.880001,47.320000,47.320000,245469
2020-03-12,45.540001,46.220001,43.279999,44.080002,44.080002,400273
2020-03-13,45.020000,47.500000,44.439999,45.700001,45.700001,332434
2020-03-16,44.180000,46.400002,43.660000,45.880001,45.880001,258895
2020-03-17,47.500000,50.500000,47.040001,50.500000,50.500000,205507
2020-03-18,48.520000,52.000000,48.500000,52.000000,52.000000,290280
2020-03-19,52.150002,54.900002,47.099998,48.639999,48.639999,213516
2020-03-20,53.299999,53.299999,46.500000,47.560001,47.560001,191588
2020-03-23,47.099998,48.419998,45.119999,45.439999,45.439999,126973
2020-03-24,46.160000,46.939999,45.200001,46.299999,46.299999,167244
2020-03-25,46.759998,47.299999,44.720001,46.000000,46.000000,149499
2020-03-26,45.860001,47.400002,45.060001,47.400002,47.400002,138953
2020-03-27,46.520000,49.939999,46.520000,49.939999,49.939999,116937
2020-03-30,49.700001,49.860001,47.799999,49.779999,49.779999,77868
2020-03-31,49.900002,50.549999,49.160000,49.840000,49.840000,126156
2020-04-01,49.799999,50.849998,49.180000,50.000000,50.000000,104509
2020-04-02,50.799999,51.250000,49.619999,50.799999,50.799999,140385
2020-04-03,50.799999,51.700001,49.500000,49.500000,49.500000,93027
2020-04-06,49.799999,50.049999,49.240002,49.599998,49.599998,62105
2020-04-07,49.900002,50.700001,49.599998,50.549999,50.549999,152424
2020-04-08,49.560001,50.250000,49.279999,49.580002,49.580002,40804
2020-04-09,49.599998,50.400002,49.060001,49.320000,49.320000,101987
2020-04-14,49.500000,50.200001,49.380001,49.919998,49.919998,125869
2020-04-15,50.250000,51.250000,49.139999,49.380001,49.380001,182208
2020-04-16,50.000000,50.549999,49.380001,50.250000,50.250000,79624
2020-04-17,50.700001,51.000000,49.720001,50.599998,50.599998,58648
2020-04-20,51.000000,52.200001,50.349998,52.150002,52.150002,67314
2020-04-21,51.599998,53.400002,51.599998,53.000000,53.000000,112098
2020-04-22,53.400002,54.700001,53.049999,54.700001,54.700001,133967
2020-04-23,54.099998,54.799999,52.549999,53.450001,53.450001,128094
2020-04-24,54.150002,54.849998,53.250000,54.799999,54.799999,73191
2020-04-27,56.000000,58.500000,55.799999,57.750000,57.750000,162633
2020-04-28,57.750000,59.349998,57.500000,58.099998,58.099998,108292
2020-04-29,58.099998,58.849998,57.700001,58.299999,58.299999,74597
2020-04-30,58.849998,59.900002,58.200001,58.450001,58.450001,121602
2020-05-04,58.799999,59.000000,57.500000,58.150002,58.150002,61845
2020-05-05,58.700001,58.900002,57.599998,58.049999,58.049999,85160
2020-05-06,57.500000,58.700001,57.500000,58.150002,58.150002,118440
