Date,Open,High,Low,Close,Adj Close,Volume
2019-12-27,1.038500,1.058000,1.038500,1.047500,1.002831,11759385
2019-12-30,1.040500,1.056500,1.040500,1.045000,1.000437,51240469
2019-12-31,1.038500,1.046000,1.034000,1.040000,0.995650,5437795
2020-01-02,1.051000,1.078500,1.050000,1.069000,1.023414,19672337
2020-01-03,1.063000,1.063000,1.044000,1.057000,1.011925,15947688
2020-01-06,1.048000,1.058500,1.028000,1.055000,1.010011,12983714
2020-01-07,1.057500,1.064500,1.046500,1.056000,1.010968,13531723
2020-01-08,1.046000,1.073000,1.044000,1.067500,1.021978,16877149
2020-01-09,1.075000,1.080000,1.042000,1.042000,0.997565,43931205
2020-01-10,1.048000,1.048000,1.020000,1.021000,0.977461,18719660
2020-01-13,1.022000,1.026000,1.013500,1.025500,0.981769,16104012
2020-01-14,1.026000,1.027000,1.010500,1.020000,0.976503,15297054
2020-01-15,1.016500,1.020000,0.986800,0.992800,0.950463,28317995
2020-01-16,0.996200,1.011500,0.980200,1.006000,0.963100,21568763
2020-01-17,1.013000,1.024000,1.003500,1.004000,0.961185,15321927
2020-01-20,1.002000,1.004500,0.984400,0.985600,0.943570,12798648
2020-01-21,0.980200,0.988000,0.960400,0.964000,0.922891,40121234
2020-01-22,0.967600,0.974600,0.960400,0.970200,0.928827,19037783
2020-01-23,0.969400,0.984600,0.953800,0.974000,0.932465,26655960
2020-01-24,0.982600,0.993600,0.957600,0.964000,0.922891,58021896
2020-01-27,0.940000,0.958000,0.930600,0.946200,0.905850,24501230
2020-01-28,0.948200,0.951600,0.927600,0.939800,0.899723,24473498
2020-01-29,0.944200,0.961400,0.940000,0.947800,0.907382,15395761
2020-01-30,0.936600,0.945800,0.928800,0.945800,0.905467,19256895
2020-01-31,0.895200,0.895200,0.814000,0.814000,0.779288,127357373
2020-02-03,0.823200,0.833400,0.800800,0.820800,0.785798,53771031
2020-02-04,0.830000,0.848000,0.821200,0.835400,0.799775,40131158
2020-02-05,0.835400,0.844000,0.823400,0.832000,0.796520,66081735
2020-02-06,0.845000,0.858800,0.840200,0.845600,0.809540,39606535
2020-02-07,0.840200,0.845000,0.826600,0.845000,0.808966,33691570
2020-02-10,0.842200,0.852600,0.834000,0.848000,0.811838,19563824
2020-02-11,0.854000,0.855000,0.831400,0.839800,0.803988,26525312
2020-02-12,0.842600,0.875600,0.836600,0.857000,0.820454,34074759
2020-02-13,0.853000,0.858800,0.845400,0.857800,0.821220,20459102
2020-02-14,0.856600,0.862400,0.851600,0.852600,0.816242,13068138
2020-02-17,0.856000,0.862000,0.852000,0.862000,0.825241,12568631
2020-02-18,0.861000,0.912400,0.859800,0.875800,0.838452,54843757
2020-02-19,0.876600,0.893000,0.870400,0.889000,0.851090,25318206
2020-02-20,0.887800,0.889800,0.865600,0.865600,0.828687,26663994
2020-02-21,0.862000,0.873800,0.852000,0.871200,0.834049,35544987
2020-02-24,0.848800,0.850400,0.827400,0.843200,0.807243,49930560
2020-02-25,0.841800,0.843200,0.802000,0.805400,0.771055,37446989
2020-02-26,0.803400,0.838000,0.799200,0.827600,0.792308,45546550
2020-02-27,0.809600,0.825000,0.787200,0.801600,0.767417,51624785
2020-02-28,0.780000,0.791200,0.768000,0.791200,0.757460,51396816
2020-03-02,0.805800,0.806400,0.752800,0.779200,0.745972,42239357
2020-03-03,0.790000,0.809400,0.768400,0.773200,0.740228,71936333
2020-03-04,0.776400,0.776600,0.741000,0.750200,0.718208,89433349
2020-03-05,0.756000,0.756000,0.710800,0.710800,0.680489,95157560
2020-03-06,0.702400,0.711000,0.682400,0.696200,0.666511,49697949
2020-03-09,0.622200,0.654400,0.586200,0.586200,0.561202,85135682
2020-03-10,0.598800,0.616800,0.541600,0.544200,0.520993,100472228
2020-03-11,0.554000,0.584000,0.539200,0.553200,0.529609,57817262
2020-03-12,0.519000,0.531600,0.451000,0.455400,0.435980,107473571
2020-03-13,0.509400,0.532000,0.473000,0.507600,0.485954,56596657
2020-03-16,0.476800,0.485900,0.419000,0.441000,0.422194,88714166
2020-03-17,0.507000,0.507000,0.435000,0.472600,0.452446,43871365
2020-03-18,0.466000,0.491600,0.422000,0.423400,0.405345,44789471
2020-03-19,0.448600,0.450000,0.420000,0.426100,0.407929,33588746
2020-03-20,0.441600,0.448600,0.414000,0.418500,0.400654,43805843
2020-03-23,0.408300,0.438000,0.395000,0.420700,0.402760,25270668
2020-03-24,0.444000,0.476600,0.436000,0.476600,0.456276,33473352
2020-03-25,0.520000,0.525400,0.480000,0.512000,0.490166,29590760
2020-03-26,0.502400,0.527600,0.490000,0.514000,0.492081,21256138
2020-03-27,0.504800,0.506000,0.479800,0.484100,0.463456,29264190
2020-03-30,0.477700,0.482000,0.451700,0.455900,0.436459,30115745
2020-03-31,0.470700,0.484200,0.458400,0.469000,0.449000,20478053
2020-04-01,0.450000,0.458000,0.445800,0.448800,0.448800,18119510
2020-04-02,0.451300,0.464800,0.430300,0.439100,0.439100,19273981
2020-04-03,0.440000,0.440000,0.426000,0.426000,0.426000,36617228
2020-04-06,0.463000,0.463000,0.430000,0.437500,0.437500,43811965
2020-04-07,0.452000,0.475000,0.440000,0.449700,0.449700,26251392
2020-04-08,0.445300,0.447400,0.430200,0.445200,0.445200,69822080
2020-04-09,0.457500,0.459900,0.436800,0.443600,0.443600,26364880
2020-04-14,0.458000,0.458000,0.431300,0.432500,0.432500,26666616
2020-04-15,0.432900,0.433500,0.413400,0.414300,0.414300,33439095
2020-04-16,0.417300,0.420000,0.398900,0.399200,0.399200,48628667
2020-04-17,0.419000,0.419000,0.390000,0.390900,0.390900,41872459
2020-04-20,0.395000,0.396200,0.373800,0.379200,0.379200,24509160
2020-04-21,0.374600,0.375200,0.360000,0.363600,0.363600,24068523
2020-04-22,0.365000,0.372400,0.361700,0.371100,0.371100,18123776
2020-04-23,0.379500,0.383200,0.371800,0.372100,0.372100,22908129
2020-04-24,0.365400,0.365600,0.350000,0.350000,0.350000,32281919
2020-04-27,0.367100,0.369100,0.348500,0.348800,0.348800,30165542
2020-04-28,0.350000,0.366300,0.343000,0.354400,0.354400,49871300
2020-04-29,0.357400,0.372600,0.356500,0.372600,0.372600,47856171
2020-04-30,0.388000,0.398600,0.370000,0.378100,0.378100,51502513
2020-05-04,0.373000,0.373000,0.352000,0.352800,0.352800,31277370
2020-05-05,0.362600,0.366900,0.345200,0.346000,0.346000,58601891
2020-05-06,0.350000,0.357000,0.339000,0.342400,0.342400,25644305
2020-05-07,0.345000,0.346300,0.331000,0.336000,0.336000,29698474
2020-05-08,0.339000,0.341700,0.325000,0.331100,0.331100,33507131
2020-05-11,0.335100,0.339500,0.306000,0.308800,0.308800,69192677
