Date,Open,High,Low,Close,Adj Close,Volume
2019-12-27,35.529999,35.529999,35.169998,35.189999,34.696239,457033
2019-12-30,35.279999,35.360001,35.080002,35.189999,34.696239,385418
2019-12-31,35.070000,35.799999,35.020000,35.650002,35.149788,396662
2020-01-02,35.830002,35.889999,35.189999,35.189999,34.696239,541680
2020-01-03,35.110001,35.110001,34.529999,34.759998,34.272274,923613
2020-01-06,34.700001,34.840000,34.189999,34.540001,34.055363,652763
2020-01-07,34.619999,34.980000,34.470001,34.639999,34.153957,743663
2020-01-08,34.549999,34.820000,34.340000,34.740002,34.252556,688003
2020-01-09,35.150002,35.160000,34.259998,34.320000,33.838448,759639
2020-01-10,34.470001,34.540001,34.119999,34.119999,33.641254,1258736
2020-01-13,34.290001,34.320000,34.020000,34.209999,33.729992,1049279
2020-01-14,34.189999,34.320000,33.830002,34.320000,33.838448,1452362
2020-01-15,34.119999,34.380001,33.299999,33.299999,32.832760,1250394
2020-01-16,33.330002,34.299999,33.220001,34.299999,33.818729,896164
2020-01-17,34.779999,35.459999,34.599998,34.599998,34.114517,1220431
2020-01-20,34.770000,34.950001,34.439999,34.529999,34.045502,1012280
2020-01-21,34.369999,34.549999,34.139999,34.150002,33.670834,704088
2020-01-22,34.270000,34.439999,33.669998,33.700001,33.227150,566802
2020-01-23,32.099998,32.689999,31.309999,31.900000,31.452404,2520832
2020-01-24,32.200001,32.279999,31.879999,31.930000,31.481983,818569
2020-01-27,31.850000,32.029999,31.200001,31.469999,31.028437,866388
2020-01-28,31.510000,31.700001,31.030001,31.700001,31.255211,875369
2020-01-29,31.650000,31.850000,31.070000,31.570000,31.127033,1077583
2020-01-30,31.299999,31.530001,31.070000,31.219999,30.781944,842547
2020-01-31,31.219999,31.240000,29.950001,30.030001,29.608643,1498822
2020-02-03,30.030001,30.030001,29.330000,29.559999,29.145237,1333165
2020-02-04,29.809999,30.059999,29.700001,29.780001,29.362150,1246301
2020-02-05,29.760000,30.760000,29.520000,30.450001,30.022749,1127784
2020-02-06,30.700001,30.920000,30.059999,30.150000,29.726957,1424058
2020-02-07,30.000000,30.520000,29.950001,30.520000,30.091766,1238655
2020-02-10,30.500000,30.850000,30.309999,30.379999,29.953730,1052390
2020-02-11,30.760000,31.639999,30.309999,31.520000,31.077736,1321015
2020-02-12,31.520000,31.809999,31.200001,31.760000,31.314369,1578178
2020-02-13,31.549999,31.830000,31.219999,31.780001,31.334087,792774
2020-02-14,31.879999,31.959999,31.260000,31.260000,30.821384,969141
2020-02-17,31.600000,32.000000,31.410000,32.000000,31.551001,871644
2020-02-18,31.540001,31.540001,30.930000,31.110001,31.110001,956721
2020-02-19,31.480000,31.540001,29.750000,29.750000,29.750000,2475822
2020-02-20,29.760000,30.840000,29.360001,30.770000,30.770000,1548078
2020-02-21,30.530001,30.530001,29.910000,30.040001,30.040001,1864217
2020-02-24,29.280001,29.540001,28.410000,28.990000,28.990000,1918404
2020-02-25,29.090000,29.190001,27.620001,27.620001,27.620001,2300722
2020-02-26,27.610001,28.129999,27.290001,27.620001,27.620001,2208406
2020-02-27,27.389999,27.650000,26.620001,27.340000,27.340000,1900556
2020-02-28,27.000000,27.049999,26.350000,26.850000,26.850000,3450961
2020-03-02,27.270000,27.309999,26.100000,26.790001,26.790001,1977148
2020-03-03,27.260000,27.750000,26.709999,26.740000,26.740000,2358566
2020-03-04,26.820000,27.219999,26.520000,26.709999,26.709999,2568042
2020-03-05,26.940001,27.020000,25.530001,25.900000,25.900000,2179929
2020-03-06,25.500000,25.650000,24.510000,24.680000,24.680000,2117472
2020-03-09,23.420000,23.620001,22.209999,22.209999,22.209999,3387485
2020-03-10,22.379999,23.200001,21.180000,21.180000,21.180000,3026255
2020-03-11,21.370001,21.940001,20.240000,20.400000,20.400000,5795983
2020-03-12,19.330000,19.480000,16.504999,16.549999,16.549999,4197153
2020-03-13,19.639999,19.639999,16.420000,16.594999,16.594999,2924307
2020-03-16,15.645000,15.690000,13.175000,14.215000,14.215000,4487407
2020-03-17,14.800000,15.275000,12.610000,13.625000,13.625000,3602222
2020-03-18,13.380000,13.740000,11.600000,11.625000,11.625000,5103193
2020-03-19,11.860000,12.315000,11.200000,11.445000,11.445000,3886144
2020-03-20,12.580000,13.690000,12.170000,13.375000,13.375000,4349600
2020-03-23,13.050000,14.090000,12.780000,13.655000,13.655000,2576623
2020-03-24,14.570000,15.000000,14.150000,14.500000,14.500000,3386704
2020-03-25,15.150000,17.000000,14.925000,16.160000,16.160000,3060967
2020-03-26,15.770000,17.500000,15.500000,17.110001,17.110001,2578512
2020-03-27,17.120001,17.690001,15.525000,16.055000,16.055000,2639532
2020-03-30,15.695000,16.799999,14.510000,16.290001,16.290001,6211978
2020-03-31,16.690001,17.969999,16.205000,17.815001,17.815001,2478100
2020-04-01,17.135000,18.115000,16.879999,16.985001,16.985001,2560905
2020-04-02,17.049999,17.530001,16.700001,17.195000,17.195000,1852006
2020-04-03,17.200001,17.730000,16.900000,16.900000,16.900000,1388617
2020-04-06,18.500000,18.670000,17.840000,18.170000,18.170000,1794423
2020-04-07,18.730000,20.900000,18.725000,19.844999,19.844999,2678277
2020-04-08,19.645000,20.540001,19.219999,19.695000,19.695000,2002670
2020-04-09,20.250000,20.520000,19.559999,20.000000,20.000000,2746445
2020-04-14,20.959999,21.340000,20.370001,20.570000,20.570000,2331092
2020-04-15,20.600000,20.780001,20.000000,20.049999,20.049999,2126327
2020-04-16,20.100000,20.440001,19.299999,19.730000,19.730000,2738231
2020-04-17,20.299999,20.850000,20.080000,20.850000,20.850000,1846630
2020-04-20,21.000000,21.090000,20.209999,20.690001,20.690001,1742029
2020-04-21,20.219999,20.620001,20.000000,20.000000,20.000000,2407581
2020-04-22,20.100000,20.500000,20.020000,20.430000,20.430000,1687157
2020-04-23,20.290001,20.900000,20.290001,20.750000,20.750000,1291259
2020-04-24,20.400000,20.900000,20.150000,20.900000,20.900000,1285033
2020-04-27,21.170000,21.469999,21.120001,21.340000,21.340000,1508766
2020-04-28,21.500000,22.330000,21.360001,22.330000,22.330000,1603564
2020-04-29,22.400000,23.660000,22.299999,23.530001,23.530001,1353147
2020-04-30,23.709999,23.950001,22.600000,22.770000,22.770000,2759977
2020-05-04,22.320000,22.670000,21.920000,22.330000,22.330000,1957485
2020-05-05,22.799999,23.120001,22.250000,23.010000,23.010000,2040876
2020-05-06,22.910000,23.700001,22.610001,23.330000,23.330000,2466034
2020-05-07,23.400000,23.660000,23.379999,23.420000,23.420000,1253841
2020-05-08,23.700001,23.950001,23.540001,23.740000,23.740000,1233663
2020-05-11,24.129999,24.209999,23.620001,23.650000,23.650000,1260395
2020-05-12,23.639999,23.930000,23.410000,23.850000,23.850000,1450984
2020-05-13,23.410000,23.860001,23.200001,23.360001,23.360001,1242184
2020-05-14,23.230000,23.430000,22.090000,22.299999,22.299999,1864143
2020-05-15,22.299999,22.680000,22.000000,22.000000,22.000000,1853096
2020-05-18,22.129999,23.070000,22.129999,23.070000,23.070000,1620638
2020-05-19,23.200001,23.290001,20.230000,20.900000,20.900000,3855426
2020-05-20,20.590000,20.860001,19.709999,20.320000,20.320000,3158979
2020-05-21,20.059999,21.170000,19.950001,20.750000,20.750000,1749226
2020-05-22,20.530001,20.990000,20.340000,20.590000,20.590000,1359914
2020-05-25,20.870001,22.100000,20.719999,21.950001,21.950001,1308153
2020-05-26,22.309999,24.180000,22.190001,24.080000,24.080000,2601436
